"id","itemTime","trial.","kind","option","trainingMessage","color","scenario","qud","value","askedQuestion","bet","sentExpression","RT","language","comments","engagement","difficulty","passed.control","overall.control.score"
"THNTM9108H",1500461607404,7,"trial","nomatter","nomatter","black","plural","polar","5","dots","dots","prob",4396,"English",NA,10,3,NA,4
"THNTM9108H",1500461611841,8,"trial","nomatter","nomatter","white","plural","wh","0","dots","dots","certNot",4431,"English",NA,10,3,1,4
"THNTM9108H",1500461620075,9,"trial","nomatter","nomatter","white","dual","polar","5","dots","dots","prob",8228,"English",NA,10,3,NA,4
"THNTM9108H",1500461669314,10,"trial","nomatter","nomatter","red","dual","polar","4","dots","dots","probNot",49234,"English",NA,10,3,NA,4
"THNTM9108H",1500461672499,11,"trial","nomatter","nomatter","blue","dual","wh","0","dots","dots","certNot",3178,"English",NA,10,3,1,4
"THNTM9108H",1500461675819,12,"trial","nomatter","nomatter","blue","plural","wh","5","dots","dots","prob",3314,"English",NA,10,3,NA,4
"THNTM9108H",1500461678754,13,"trial","nomatter","nomatter","red","dual","wh","5","dots","dots","prob",2929,"English",NA,10,3,NA,4
"THNTM9108H",1500461685858,14,"trial","nomatter","nomatter","blue","dual","polar","3","dots","dots","probNot",7099,"English",NA,10,3,NA,4
"THNTM9108H",1500461690290,15,"trial","nomatter","nomatter","black","dual","wh","3","dots","dots","probNot",4426,"English",NA,10,3,NA,4
"THNTM9108H",1500461695850,16,"trial","nomatter","nomatter","white","plural","polar","3","dots","dots","prob",5555,"English",NA,10,3,NA,4
"THNTM9108H",1500461699330,17,"trial","nomatter","nomatter","red","dual","polar","10","dots","dots","cert",3475,"English",NA,10,3,1,4
"THNTM9108H",1500461703210,18,"trial","nomatter","nomatter","blue","dual","wh","4","dots","dots","probNot",3874,"English",NA,10,3,NA,4
"THNTM9108H",1500461706314,19,"trial","nomatter","nomatter","blue","plural","wh","4","dots","dots","prob",3099,"English",NA,10,3,NA,4
"TLWRV2469M",1500411946331,1,"training","singlebet","cert","red","nomatter","nomatter","nomatter","wh","red","dots",30900,"English","Thanks!",8,0,NA,4
"TLWRV2469M",1500411969760,2,"training","multibet","probNot","black","nomatter","nomatter","nomatter","wh","dont","dots",23428,"English","Thanks!",8,0,NA,4
"TLWRV2469M",1500411984605,3,"training","multibet","prob","black","nomatter","nomatter","nomatter","wh","black","dots",14843,"English","Thanks!",8,0,NA,4
"TLWRV2469M",1500412002821,4,"trial","nomatter","nomatter","black","plural","polar","4","dots","dots","probNot",10480,"English","Thanks!",8,0,NA,4
"TLWRV2469M",1500412021626,5,"trial","nomatter","nomatter","red","plural","wh","4","dots","dots","prob",18803,"English","Thanks!",8,0,NA,4
"TLWRV2469M",1500412027901,6,"trial","nomatter","nomatter","red","plural","polar","3","dots","dots","probNot",6274,"English","Thanks!",8,0,NA,4
"TLWRV2469M",1500412035559,7,"trial","nomatter","nomatter","white","dual","wh","3","dots","dots","probNot",7657,"English","Thanks!",8,0,NA,4
"TLWRV2469M",1500412046142,8,"trial","nomatter","nomatter","blue","plural","wh","5","dots","dots","prob",10582,"English","Thanks!",8,0,NA,4
"TLWRV2469M",1500412051487,9,"trial","nomatter","nomatter","red","dual","wh","10","dots","dots","cert",5343,"English","Thanks!",8,0,1,4
"TLWRV2469M",1500412057739,10,"trial","nomatter","nomatter","blue","plural","polar","5","dots","dots","prob",6251,"English","Thanks!",8,0,NA,4
"TLWRV2469M",1500412061481,11,"trial","nomatter","nomatter","blue","dual","polar","3","dots","dots","probNot",3741,"English","Thanks!",8,0,NA,4
"TLWRV2469M",1500412065711,12,"trial","nomatter","nomatter","white","plural","wh","10","dots","dots","cert",4229,"English","Thanks!",8,0,1,4
"TLWRV2469M",1500412069399,13,"trial","nomatter","nomatter","blue","dual","wh","4","dots","dots","probNot",3687,"English","Thanks!",8,0,NA,4
"TLWRV2469M",1500412074693,14,"trial","nomatter","nomatter","black","dual","polar","4","dots","dots","probNot",5292,"English","Thanks!",8,0,NA,4
"TLWRV2469M",1500412079058,15,"trial","nomatter","nomatter","white","dual","polar","0","dots","dots","certNot",4364,"English","Thanks!",8,0,1,4
"TLWRV2469M",1500412081878,16,"trial","nomatter","nomatter","white","plural","polar","0","dots","dots","certNot",2818,"English","Thanks!",8,0,1,4
"TLWRV2469M",1500412085861,17,"trial","nomatter","nomatter","blue","plural","wh","3","dots","dots","probNot",3982,"English","Thanks!",8,0,NA,4
"TLWRV2469M",1500412095536,18,"trial","nomatter","nomatter","red","dual","wh","5","dots","dots","prob",9674,"English","Thanks!",8,0,NA,4
"TLWRV2469M",1500412097845,19,"trial","nomatter","nomatter","red","dual","polar","5","dots","dots","prob",2307,"English","Thanks!",8,0,NA,4
"TTQOS5364V",1500404675983,1,"training","singlebet","cert","black","nomatter","nomatter","nomatter","wh","black","dots",30846,"English",NA,8,5,NA,4
"TTQOS5364V",1500404698780,2,"training","multibet","prob","red","nomatter","nomatter","nomatter","wh","red","dots",22796,"English",NA,8,5,NA,4
"TTQOS5364V",1500404715349,3,"training","multibet","probNot","red","nomatter","nomatter","nomatter","wh","dont","dots",16569,"English",NA,8,5,NA,4
"TTQOS5364V",1500404745627,4,"trial","nomatter","nomatter","white","dual","wh","0","dots","dots","certNot",18716,"English",NA,8,5,1,4
"TTQOS5364V",1500404761432,5,"trial","nomatter","nomatter","blue","plural","polar","5","dots","dots","probNot",15805,"English",NA,8,5,NA,4
"TTQOS5364V",1500404772564,6,"trial","nomatter","nomatter","blue","plural","wh","10","dots","dots","cert",11126,"English",NA,8,5,1,4
"TTQOS5364V",1500404780760,7,"trial","nomatter","nomatter","black","dual","wh","5","dots","dots","probNot",8196,"English",NA,8,5,NA,4
"TTQOS5364V",1500404787596,8,"trial","nomatter","nomatter","red","plural","wh","10","dots","dots","cert",6836,"English",NA,8,5,1,4
"TTQOS5364V",1500404795045,9,"trial","nomatter","nomatter","blue","plural","wh","4","dots","dots","probNot",7433,"English",NA,8,5,NA,4
"TTQOS5364V",1500404807378,10,"trial","nomatter","nomatter","white","plural","polar","4","dots","dots","probNot",12333,"English",NA,8,5,NA,4
"TTQOS5364V",1500404813995,11,"trial","nomatter","nomatter","black","plural","wh","3","dots","dots","probNot",6601,"English",NA,8,5,NA,4
"TTQOS5364V",1500404821889,12,"trial","nomatter","nomatter","white","dual","polar","5","dots","dots","probNot",7894,"English",NA,8,5,NA,4
"TTQOS5364V",1500404826579,13,"trial","nomatter","nomatter","black","dual","wh","3","dots","dots","probNot",4674,"English",NA,8,5,NA,4
"TTQOS5364V",1500404832212,14,"trial","nomatter","nomatter","black","plural","polar","3","dots","dots","probNot",5618,"English",NA,8,5,NA,4
"TTQOS5364V",1500404837411,15,"trial","nomatter","nomatter","black","dual","wh","0","dots","dots","certNot",5199,"English",NA,8,5,1,4
"TTQOS5364V",1500404841311,16,"trial","nomatter","nomatter","blue","dual","polar","3","dots","dots","probNot",3900,"English",NA,8,5,NA,4
"TTQOS5364V",1500404853615,17,"trial","nomatter","nomatter","red","plural","wh","5","dots","dots","probNot",12304,"English",NA,8,5,NA,4
"TTQOS5364V",1500404858793,18,"trial","nomatter","nomatter","red","dual","wh","4","dots","dots","probNot",5163,"English",NA,8,5,NA,4
"TTQOS5364V",1500404863444,19,"trial","nomatter","nomatter","white","dual","polar","4","dots","dots","probNot",4651,"English",NA,8,5,NA,4
"UALOM0941B",1500404457482,1,"training","multibet","cert","black","nomatter","nomatter","nomatter","wh","black","dots",16239,"english",NA,8,2,NA,4
"UALOM0941B",1500404470569,2,"training","multibet","probNot","red","nomatter","nomatter","nomatter","wh","dont","dots",13083,"english",NA,8,2,NA,4
"UALOM0941B",1500404482638,3,"training","singlebet","certNot","black","nomatter","nomatter","nomatter","wh","dont","dots",12067,"english",NA,8,2,NA,4
"UALOM0941B",1500404501642,4,"trial","nomatter","nomatter","white","plural","polar","5","dots","dots","prob",12618,"english",NA,8,2,NA,4
"UALOM0941B",1500404506434,5,"trial","nomatter","nomatter","blue","dual","wh","3","dots","dots","probNot",4786,"english",NA,8,2,NA,4
"UALOM0941B",1500404511380,6,"trial","nomatter","nomatter","white","dual","polar","3","dots","dots","probNot",4941,"english",NA,8,2,NA,4
"UALOM0941B",1500404517180,7,"trial","nomatter","nomatter","white","dual","polar","5","dots","dots","probNot",5795,"english",NA,8,2,NA,4
"UALOM0941B",1500404523776,8,"trial","nomatter","nomatter","red","dual","wh","4","dots","dots","probNot",6593,"english",NA,8,2,NA,4
"UALOM0941B",1500404529061,9,"trial","nomatter","nomatter","red","dual","wh","0","dots","dots","certNot",5281,"english",NA,8,2,1,4
"UALOM0941B",1500404532823,10,"trial","nomatter","nomatter","red","dual","wh","5","dots","dots","probNot",3758,"english",NA,8,2,NA,4
"UALOM0941B",1500404537038,11,"trial","nomatter","nomatter","black","plural","wh","3","dots","dots","probNot",4212,"english",NA,8,2,NA,4
"UALOM0941B",1500404541554,12,"trial","nomatter","nomatter","white","plural","wh","5","dots","dots","prob",4510,"english",NA,8,2,NA,4
"UALOM0941B",1500404545673,13,"trial","nomatter","nomatter","red","plural","polar","4","dots","dots","probNot",4113,"english",NA,8,2,NA,4
"UALOM0941B",1500404548963,14,"trial","nomatter","nomatter","white","plural","polar","10","dots","dots","cert",3282,"english",NA,8,2,1,4
"UALOM0941B",1500404552726,15,"trial","nomatter","nomatter","black","plural","wh","4","dots","dots","probNot",3755,"english",NA,8,2,NA,4
"UALOM0941B",1500404557436,16,"trial","nomatter","nomatter","black","dual","wh","0","dots","dots","certNot",4704,"english",NA,8,2,1,4
"UALOM0941B",1500404561130,17,"trial","nomatter","nomatter","blue","dual","polar","4","dots","dots","probNot",3690,"english",NA,8,2,NA,4
"UALOM0941B",1500404565256,18,"trial","nomatter","nomatter","black","dual","polar","10","dots","dots","cert",4119,"english",NA,8,2,1,4
"UALOM0941B",1500404568730,19,"trial","nomatter","nomatter","red","plural","polar","3","dots","dots","probNot",3469,"english",NA,8,2,NA,4
"VDYTE8927I",1500480084625,1,"training","multibet","prob","black","nomatter","nomatter","nomatter","wh","black","dots",38062,"english",NA,7,3,NA,4
"VDYTE8927I",1500480098717,2,"training","singlebet","cert","black","nomatter","nomatter","nomatter","black","black","dots",14090,"english",NA,7,3,NA,4
"VDYTE8927I",1500480116545,3,"training","multibet","certNot","red","nomatter","nomatter","nomatter","wh","dont","dots",17827,"english",NA,7,3,NA,4
"VDYTE8927I",1500480151928,4,"trial","nomatter","nomatter","red","dual","polar","3","dots","dots","probNot",11142,"english",NA,7,3,NA,4
"VDYTE8927I",1500480176190,5,"trial","nomatter","nomatter","blue","dual","wh","5","dots","dots","prob",24256,"english",NA,7,3,NA,4
"VDYTE8927I",1500480181974,6,"trial","nomatter","nomatter","black","dual","polar","10","dots","dots","cert",5781,"english",NA,7,3,1,4
"VDYTE8927I",1500480189886,7,"trial","nomatter","nomatter","blue","dual","wh","3","dots","dots","probNot",7907,"english",NA,7,3,NA,4
"VDYTE8927I",1500480205231,8,"trial","nomatter","nomatter","white","dual","polar","5","dots","dots","prob",15339,"english",NA,7,3,NA,4
"VDYTE8927I",1500480226846,9,"trial","nomatter","nomatter","blue","plural","polar","4","dots","dots","probNot",21613,"english",NA,7,3,NA,4
"VDYTE8927I",1500480231501,10,"trial","nomatter","nomatter","blue","plural","polar","3","dots","dots","probNot",4650,"english",NA,7,3,NA,4
"VDYTE8927I",1500480242775,11,"trial","nomatter","nomatter","red","plural","wh","5","dots","dots","prob",11268,"english",NA,7,3,NA,4
"VDYTE8927I",1500480250428,12,"trial","nomatter","nomatter","black","plural","polar","5","dots","dots","prob",7647,"english",NA,7,3,NA,4
"VDYTE8927I",1500480257029,13,"trial","nomatter","nomatter","white","plural","wh","4","dots","dots","probNot",6596,"english",NA,7,3,NA,4
"VDYTE8927I",1500480267472,14,"trial","nomatter","nomatter","red","plural","wh","0","dots","dots","certNot",10439,"english",NA,7,3,1,4
"VDYTE8927I",1500480277646,15,"trial","nomatter","nomatter","white","dual","wh","4","dots","dots","probNot",10166,"english",NA,7,3,NA,4
"VDYTE8927I",1500480282821,16,"trial","nomatter","nomatter","red","dual","polar","4","dots","dots","probNot",5170,"english",NA,7,3,NA,4
"VDYTE8927I",1500480287621,17,"trial","nomatter","nomatter","blue","dual","wh","0","dots","dots","certNot",4795,"english",NA,7,3,1,4
"VDYTE8927I",1500480294390,18,"trial","nomatter","nomatter","blue","dual","wh","10","dots","dots","cert",6764,"english",NA,7,3,1,4
"VDYTE8927I",1500480300101,19,"trial","nomatter","nomatter","white","plural","wh","3","dots","dots","probNot",5705,"english",NA,7,3,NA,4
"WGSRX6850V",1500421888396,1,"training","multibet","probNot","red","nomatter","nomatter","nomatter","wh","red","dots",19008,"English",NA,4,1,NA,4
"WGSRX6850V",1500421898353,2,"training","singlebet","prob","red","nomatter","nomatter","nomatter","wh","red","dots",9956,"English",NA,4,1,NA,4
"WGSRX6850V",1500421911744,3,"training","multibet","certNot","red","nomatter","nomatter","nomatter","wh","dont","dots",13391,"English",NA,4,1,NA,4
"WGSRX6850V",1500421954280,4,"trial","nomatter","nomatter","black","plural","wh","4","dots","dots","prob",24167,"English",NA,4,1,NA,4
"WGSRX6850V",1500421960577,5,"trial","nomatter","nomatter","black","plural","polar","5","dots","dots","prob",6295,"English",NA,4,1,NA,4
"WGSRX6850V",1500421969242,6,"trial","nomatter","nomatter","red","dual","polar","3","dots","dots","probNot",8664,"English",NA,4,1,NA,4
"WGSRX6850V",1500421978702,7,"trial","nomatter","nomatter","blue","plural","polar","4","dots","dots","prob",9459,"English",NA,4,1,NA,4
"WGSRX6850V",1500421985210,8,"trial","nomatter","nomatter","red","dual","polar","4","dots","dots","probNot",6507,"English",NA,4,1,NA,4
"WGSRX6850V",1500421990344,9,"trial","nomatter","nomatter","white","dual","polar","10","dots","dots","cert",5133,"English",NA,4,1,1,4
"WGSRX6850V",1500422001188,10,"trial","nomatter","nomatter","black","dual","wh","3","dots","dots","probNot",10843,"English",NA,4,1,NA,4
"WGSRX6850V",1500422007591,11,"trial","nomatter","nomatter","white","plural","wh","0","dots","dots","certNot",6402,"English",NA,4,1,1,4
"WGSRX6850V",1500422013061,12,"trial","nomatter","nomatter","black","plural","polar","3","dots","dots","probNot",5469,"English",NA,4,1,NA,4
"WGSRX6850V",1500422019791,13,"trial","nomatter","nomatter","black","plural","wh","10","dots","dots","cert",6729,"English",NA,4,1,1,4
"WGSRX6850V",1500422023347,14,"trial","nomatter","nomatter","red","plural","wh","0","dots","dots","certNot",3555,"English",NA,4,1,1,4
"WGSRX6850V",1500422032309,15,"trial","nomatter","nomatter","white","dual","polar","5","dots","dots","prob",8961,"English",NA,4,1,NA,4
"WGSRX6850V",1500422038498,16,"trial","nomatter","nomatter","black","plural","wh","3","dots","dots","probNot",6188,"English",NA,4,1,NA,4
"WGSRX6850V",1500422043264,17,"trial","nomatter","nomatter","white","dual","wh","4","dots","dots","probNot",4765,"English",NA,4,1,NA,4
"WGSRX6850V",1500422047322,18,"trial","nomatter","nomatter","black","plural","wh","5","dots","dots","prob",4057,"English",NA,4,1,NA,4
"WGSRX6850V",1500422050963,19,"trial","nomatter","nomatter","black","dual","wh","5","dots","dots","prob",3640,"English",NA,4,1,NA,4
"WNPZV7486W",1500404227657,1,"training","singlebet","cert","red","nomatter","nomatter","nomatter","red","red","dots",54097,"English","No comments.",10,0,NA,4
"WNPZV7486W",1500404256060,2,"training","multibet","prob","black","nomatter","nomatter","nomatter","wh","black","dots",28401,"English","No comments.",10,0,NA,4
"WNPZV7486W",1500404269566,3,"training","singlebet","probNot","black","nomatter","nomatter","nomatter","black","dont","dots",13504,"English","No comments.",10,0,NA,4
"WNPZV7486W",1500404297576,4,"trial","nomatter","nomatter","red","dual","polar","5","dots","dots","prob",9942,"English","No comments.",10,0,NA,4
"WNPZV7486W",1500404312357,5,"trial","nomatter","nomatter","black","plural","polar","4","dots","dots","cert",14776,"English","No comments.",10,0,NA,4
"WNPZV7486W",1500404338397,6,"trial","nomatter","nomatter","red","plural","wh","0","dots","dots","certNot",26035,"English","No comments.",10,0,1,4
"WNPZV7486W",1500404347411,7,"trial","nomatter","nomatter","blue","dual","wh","5","dots","dots","prob",9009,"English","No comments.",10,0,NA,4
"WNPZV7486W",1500404355089,8,"trial","nomatter","nomatter","red","dual","polar","10","dots","dots","cert",7673,"English","No comments.",10,0,1,4
"WNPZV7486W",1500404365141,9,"trial","nomatter","nomatter","black","dual","polar","4","dots","dots","probNot",10048,"English","No comments.",10,0,NA,4
"WNPZV7486W",1500404384028,10,"trial","nomatter","nomatter","white","plural","wh","0","dots","dots","certNot",18883,"English","No comments.",10,0,1,4
"WNPZV7486W",1500404393112,11,"trial","nomatter","nomatter","red","dual","wh","3","dots","dots","probNot",9080,"English","No comments.",10,0,NA,4
"WNPZV7486W",1500404401922,12,"trial","nomatter","nomatter","white","dual","polar","3","dots","dots","probNot",8805,"English","No comments.",10,0,NA,4
"WNPZV7486W",1500404409246,13,"trial","nomatter","nomatter","blue","plural","wh","5","dots","dots","prob",7319,"English","No comments.",10,0,NA,4
"WNPZV7486W",1500404420086,14,"trial","nomatter","nomatter","red","dual","wh","4","dots","dots","probNot",10835,"English","No comments.",10,0,NA,4
"WNPZV7486W",1500404426022,15,"trial","nomatter","nomatter","black","plural","polar","5","dots","dots","prob",5932,"English","No comments.",10,0,NA,4
"WNPZV7486W",1500404430950,16,"trial","nomatter","nomatter","red","dual","wh","10","dots","dots","cert",4921,"English","No comments.",10,0,1,4
"WNPZV7486W",1500404437961,17,"trial","nomatter","nomatter","white","plural","wh","3","dots","dots","probNot",7006,"English","No comments.",10,0,NA,4
"WNPZV7486W",1500404444625,18,"trial","nomatter","nomatter","red","plural","polar","3","dots","dots","probNot",6659,"English","No comments.",10,0,NA,4
"WNPZV7486W",1500404450725,19,"trial","nomatter","nomatter","red","plural","wh","4","dots","dots","prob",6096,"English","No comments.",10,0,NA,4
"WUIBF2423G",1500404478216,1,"training","multibet","cert","black","nomatter","nomatter","nomatter","wh","black","dots",26509,"English","No problems.",10,0,NA,4
"WUIBF2423G",1500404497994,2,"training","singlebet","prob","red","nomatter","nomatter","nomatter","red","red","dots",19778,"English","No problems.",10,0,NA,4
"WUIBF2423G",1500404508451,3,"training","singlebet","certNot","red","nomatter","nomatter","nomatter","wh","dont","dots",10457,"English","No problems.",10,0,NA,4
"WUIBF2423G",1500404531969,4,"trial","nomatter","nomatter","red","dual","polar","4","dots","dots","prob",15046,"English","No problems.",10,0,NA,4
"WUIBF2423G",1500404538319,5,"trial","nomatter","nomatter","black","plural","wh","10","dots","dots","cert",6349,"English","No problems.",10,0,1,4
"WUIBF2423G",1500404544372,6,"trial","nomatter","nomatter","white","plural","wh","3","dots","dots","probNot",6052,"English","No problems.",10,0,NA,4
"WUIBF2423G",1500404551777,7,"trial","nomatter","nomatter","white","dual","wh","3","dots","dots","probNot",7404,"English","No problems.",10,0,NA,4
"WUIBF2423G",1500404555830,8,"trial","nomatter","nomatter","white","dual","polar","3","dots","dots","probNot",4052,"English","No problems.",10,0,NA,4
"WUIBF2423G",1500404562334,9,"trial","nomatter","nomatter","white","dual","wh","5","dots","dots","prob",6503,"English","No problems.",10,0,NA,4
"WUIBF2423G",1500404565682,10,"trial","nomatter","nomatter","blue","dual","wh","4","dots","dots","probNot",3347,"English","No problems.",10,0,NA,4
"WUIBF2423G",1500404569735,11,"trial","nomatter","nomatter","blue","plural","polar","0","dots","dots","certNot",4052,"English","No problems.",10,0,1,4
"WUIBF2423G",1500404575004,12,"trial","nomatter","nomatter","white","plural","polar","3","dots","dots","probNot",5268,"English","No problems.",10,0,NA,4
"WUIBF2423G",1500404579872,13,"trial","nomatter","nomatter","blue","plural","polar","5","dots","dots","prob",4867,"English","No problems.",10,0,NA,4
"WUIBF2423G",1500404582712,14,"trial","nomatter","nomatter","red","plural","wh","5","dots","dots","prob",2839,"English","No problems.",10,0,NA,4
"WUIBF2423G",1500404587523,15,"trial","nomatter","nomatter","white","dual","polar","10","dots","dots","cert",4810,"English","No problems.",10,0,1,4
"WUIBF2423G",1500404590576,16,"trial","nomatter","nomatter","white","dual","polar","0","dots","dots","certNot",3052,"English","No problems.",10,0,1,4
"WUIBF2423G",1500404594983,17,"trial","nomatter","nomatter","white","plural","polar","4","dots","dots","probNot",4406,"English","No problems.",10,0,NA,4
"WUIBF2423G",1500404598684,18,"trial","nomatter","nomatter","white","dual","polar","5","dots","dots","prob",3700,"English","No problems.",10,0,NA,4
"WUIBF2423G",1500404602260,19,"trial","nomatter","nomatter","blue","plural","wh","4","dots","dots","probNot",3575,"English","No problems.",10,0,NA,4
"WUQKO7707T",1500538623798,1,"training","multibet","probNot","black","nomatter","nomatter","nomatter","wh","blue","dots",57768,"English",NA,10,1,NA,4
"WUQKO7707T",1500538640020,2,"training","singlebet","prob","black","nomatter","nomatter","nomatter","black","black","dots",16219,"English",NA,10,1,NA,4
"WUQKO7707T",1500538647498,3,"training","singlebet","cert","black","nomatter","nomatter","nomatter","black","black","dots",7476,"English",NA,10,1,NA,4
"WUQKO7707T",1500538671730,4,"trial","nomatter","nomatter","black","plural","polar","0","dots","dots","certNot",8189,"English",NA,10,1,1,4
"WUQKO7707T",1500538692490,5,"trial","nomatter","nomatter","red","dual","wh","5","dots","dots","prob",20756,"English",NA,10,1,NA,4
"WUQKO7707T",1500538699450,6,"trial","nomatter","nomatter","white","dual","wh","0","dots","dots","certNot",6956,"English",NA,10,1,1,4
"WUQKO7707T",1500538706377,7,"trial","nomatter","nomatter","black","dual","wh","4","dots","dots","prob",6923,"English",NA,10,1,NA,4
"WUQKO7707T",1500538711409,8,"trial","nomatter","nomatter","white","dual","polar","10","dots","dots","cert",5028,"English",NA,10,1,1,4
"WUQKO7707T",1500538717538,9,"trial","nomatter","nomatter","red","plural","wh","3","dots","dots","prob",6125,"English",NA,10,1,NA,4
"WUQKO7707T",1500538721298,10,"trial","nomatter","nomatter","black","plural","polar","5","dots","dots","prob",3756,"English",NA,10,1,NA,4
"WUQKO7707T",1500538724203,11,"trial","nomatter","nomatter","white","plural","polar","10","dots","dots","cert",2900,"English",NA,10,1,1,4
"WUQKO7707T",1500538728122,12,"trial","nomatter","nomatter","black","dual","wh","3","dots","dots","probNot",3915,"English",NA,10,1,NA,4
"WUQKO7707T",1500538730981,13,"trial","nomatter","nomatter","black","plural","wh","5","dots","dots","prob",2856,"English",NA,10,1,NA,4
"WUQKO7707T",1500538737379,14,"trial","nomatter","nomatter","red","plural","polar","4","dots","dots","prob",6394,"English",NA,10,1,NA,4
"WUQKO7707T",1500538744274,15,"trial","nomatter","nomatter","white","plural","polar","3","dots","dots","probNot",6892,"English",NA,10,1,NA,4
"WUQKO7707T",1500538758313,16,"trial","nomatter","nomatter","black","plural","wh","4","dots","dots","probNot",14035,"English",NA,10,1,NA,4
"WUQKO7707T",1500538762529,17,"trial","nomatter","nomatter","blue","dual","polar","5","dots","dots","prob",4212,"English",NA,10,1,NA,4
"WUQKO7707T",1500538768634,18,"trial","nomatter","nomatter","blue","dual","polar","3","dots","dots","probNot",6101,"English",NA,10,1,NA,4
"WUQKO7707T",1500538771851,19,"trial","nomatter","nomatter","white","dual","polar","4","dots","dots","probNot",3213,"English",NA,10,1,NA,4
"YAYRK2696G",1500422131783,1,"training","singlebet","certNot","red","nomatter","nomatter","nomatter","wh","dont","dots",27327,"English",NA,8,0,NA,4
"YAYRK2696G",1500422151366,2,"training","multibet","probNot","black","nomatter","nomatter","nomatter","black","blue","dots",19582,"English",NA,8,0,NA,4
"YAYRK2696G",1500422169347,3,"training","singlebet","cert","red","nomatter","nomatter","nomatter","wh","red","dots",17980,"English",NA,8,0,NA,4
"YAYRK2696G",1500422193203,4,"trial","nomatter","nomatter","blue","dual","polar","4","dots","dots","probNot",13855,"English",NA,8,0,NA,4
"YAYRK2696G",1500422204767,5,"trial","nomatter","nomatter","black","dual","polar","5","dots","dots","prob",11562,"English",NA,8,0,NA,4
"YAYRK2696G",1500422210565,6,"trial","nomatter","nomatter","red","plural","wh","0","dots","dots","certNot",5796,"English",NA,8,0,1,4
"YAYRK2696G",1500422218514,7,"trial","nomatter","nomatter","white","dual","wh","4","dots","dots","probNot",7948,"English",NA,8,0,NA,4
"YAYRK2696G",1500422231649,8,"trial","nomatter","nomatter","red","plural","wh","4","dots","dots","prob",13133,"English",NA,8,0,NA,4
"YAYRK2696G",1500422237329,9,"trial","nomatter","nomatter","white","dual","wh","3","dots","dots","probNot",5678,"English",NA,8,0,NA,4
"YAYRK2696G",1500422245245,10,"trial","nomatter","nomatter","blue","plural","wh","3","dots","dots","probNot",7914,"English",NA,8,0,NA,4
"YAYRK2696G",1500422252008,11,"trial","nomatter","nomatter","blue","plural","polar","4","dots","dots","probNot",6762,"English",NA,8,0,NA,4
"YAYRK2696G",1500422258502,12,"trial","nomatter","nomatter","red","plural","wh","5","dots","dots","prob",6492,"English",NA,8,0,NA,4
"YAYRK2696G",1500422262177,13,"trial","nomatter","nomatter","red","dual","wh","10","dots","dots","cert",3674,"English",NA,8,0,1,4
"YAYRK2696G",1500422268673,14,"trial","nomatter","nomatter","red","plural","polar","5","dots","dots","prob",6494,"English",NA,8,0,NA,4
"YAYRK2696G",1500422274196,15,"trial","nomatter","nomatter","blue","dual","polar","3","dots","dots","probNot",5522,"English",NA,8,0,NA,4
"YAYRK2696G",1500422278663,16,"trial","nomatter","nomatter","blue","plural","wh","10","dots","dots","cert",4465,"English",NA,8,0,1,4
"YAYRK2696G",1500422284425,17,"trial","nomatter","nomatter","red","dual","wh","5","dots","dots","prob",5761,"English",NA,8,0,NA,4
"YAYRK2696G",1500422289134,18,"trial","nomatter","nomatter","blue","dual","wh","0","dots","dots","certNot",4708,"English",NA,8,0,1,4
"YAYRK2696G",1500422293565,19,"trial","nomatter","nomatter","blue","plural","polar","3","dots","dots","probNot",4430,"English",NA,8,0,NA,4
"YTZWD0846M",1500484756911,1,"training","singlebet","cert","red","nomatter","nomatter","nomatter","red","red","dots",490731,"English","no other comments",7,0,NA,4
"YTZWD0846M",1500484766442,2,"training","singlebet","certNot","red","nomatter","nomatter","nomatter","red","dont","dots",9530,"English","no other comments",7,0,NA,4
"YTZWD0846M",1500484787720,3,"training","multibet","probNot","black","nomatter","nomatter","nomatter","wh","white","dots",21277,"English","no other comments",7,0,NA,4
"YTZWD0846M",1500485250211,4,"trial","nomatter","nomatter","red","dual","polar","4","dots","dots","probNot",456278,"English","no other comments",7,0,NA,4
"YTZWD0846M",1500485259279,5,"trial","nomatter","nomatter","blue","dual","polar","3","dots","dots","probNot",9067,"English","no other comments",7,0,NA,4
"YTZWD0846M",1500485269392,6,"trial","nomatter","nomatter","blue","dual","wh","3","dots","dots","probNot",10112,"English","no other comments",7,0,NA,4
"YTZWD0846M",1500485529632,7,"trial","nomatter","nomatter","white","dual","wh","0","dots","dots","certNot",260239,"English","no other comments",7,0,1,4
"YTZWD0846M",1500485534921,8,"trial","nomatter","nomatter","blue","dual","wh","4","dots","dots","probNot",5288,"English","no other comments",7,0,NA,4
"YTZWD0846M",1500485540363,9,"trial","nomatter","nomatter","blue","dual","polar","5","dots","dots","prob",5441,"English","no other comments",7,0,NA,4
"YTZWD0846M",1500485548047,10,"trial","nomatter","nomatter","blue","plural","wh","3","dots","dots","probNot",7683,"English","no other comments",7,0,NA,4
"YTZWD0846M",1500485551508,11,"trial","nomatter","nomatter","blue","plural","wh","10","dots","dots","cert",3460,"English","no other comments",7,0,1,4
"YTZWD0846M",1500485553852,12,"trial","nomatter","nomatter","red","dual","wh","10","dots","dots","cert",2343,"English","no other comments",7,0,1,4
"YTZWD0846M",1500485560579,13,"trial","nomatter","nomatter","white","plural","polar","4","dots","dots","probNot",6726,"English","no other comments",7,0,NA,4
